instance,target,algorithm,seed,time_sec,hit,best_cost
instance-14.txt,14920.0,GA_pop100_mut0.01_gen1000,45,608.3651,0,9848.00
instance-14.txt,14920.0,GA_pop100_mut0.01_gen1000,46,603.3748,0,9581.00
instance-14.txt,14920.0,GA_pop100_mut0.01_gen1000,47,601.9457,0,9788.00
instance-14.txt,14920.0,GA_pop100_mut0.01_gen1000,48,606.9051,0,10138.00
instance-14.txt,14920.0,GA_pop100_mut0.01_gen1000,49,605.0548,0,9093.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,0,608.3420,0,14896.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,1,193.1688,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,2,601.5915,0,14914.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,3,602.4968,0,14900.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,4,367.3888,1,14924.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,5,605.8937,0,14903.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,6,132.7943,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,7,600.0106,0,14914.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,8,600.0212,0,14901.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,9,418.2105,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,10,603.2463,0,14917.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,11,58.3828,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,12,574.5459,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,13,260.1130,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,14,84.3923,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,15,352.6673,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,16,600.0066,0,14900.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,17,150.4338,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,18,602.2156,0,14904.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,19,600.0449,0,14892.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,20,601.2900,0,14919.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,21,174.3645,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,22,604.0525,0,14918.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,23,598.4131,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,24,606.4006,0,14888.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,25,611.0999,0,14917.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,26,600.0024,0,14918.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,27,125.3132,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,28,606.4273,0,14898.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,29,204.4405,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,30,609.4225,0,14912.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,31,603.6785,0,14912.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,32,609.6843,0,14918.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,33,600.0116,0,14896.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,34,139.2495,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,35,607.2474,0,14917.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,36,604.1958,0,14912.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,37,600.0143,0,14838.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,38,44.8744,1,14924.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,39,102.6213,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,40,600.0132,0,14894.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,41,103.2005,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,42,608.5671,0,14911.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,43,613.2254,0,14900.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,44,600.0754,0,14917.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,45,143.5187,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,46,611.4741,0,14900.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,47,610.8578,0,14912.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,48,575.1142,1,14922.00
instance-14.txt,14920.0,GRASP_alpha0.1_sampled_greedy,49,600.0052,0,14917.00
instance-14.txt,14920.0,TS_t20_i1000,0,636.8320479393005,0,14888.0
instance-14.txt,14920.0,TS_t20_i1000,1,638.2869322299957,0,14892.0
instance-14.txt,14920.0,TS_t20_i1000,2,636.9455134868622,0,14863.0
instance-14.txt,14920.0,TS_t20_i1000,3,327.73102831840515,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,4,311.4287278652191,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,5,640.4783282279968,0,14892.0
instance-14.txt,14920.0,TS_t20_i1000,6,639.6888673305511,0,14866.0
instance-14.txt,14920.0,TS_t20_i1000,7,260.819616317749,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,8,636.1790101528168,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,9,80.21889090538025,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,10,202.0147659778595,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,11,485.36416149139404,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,12,638.3661749362946,0,14801.0
instance-14.txt,14920.0,TS_t20_i1000,13,637.9920773506165,0,14656.0
instance-14.txt,14920.0,TS_t20_i1000,14,642.6888461112976,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,15,509.8773250579834,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,16,640.2700200080872,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,17,641.4279451370239,0,14888.0
instance-14.txt,14920.0,TS_t20_i1000,18,643.0760955810547,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,19,640.2933232784271,0,14695.0
instance-14.txt,14920.0,TS_t20_i1000,20,643.3439962863922,0,14729.0
instance-14.txt,14920.0,TS_t20_i1000,21,476.935045003891,1,14922.0
instance-14.txt,14920.0,TS_t20_i1000,22,642.4365203380585,0,14762.0
instance-14.txt,14920.0,TS_t20_i1000,23,644.5164635181427,0,14805.0
instance-14.txt,14920.0,TS_t20_i1000,24,642.850029706955,0,14652.0
instance-14.txt,14920.0,TS_t20_i1000,25,644.58935546875,0,14516.0
instance-14.txt,14920.0,TS_t20_i1000,26,644.7722079753876,0,14863.0
instance-14.txt,14920.0,TS_t20_i1000,27,484.9209623336792,1,14922.0
instance-14.txt,14920.0,TS_t20_i1000,28,196.698557138443,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,29,640.3169481754303,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,30,317.6456859111786,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,31,633.5270540714264,0,14893.0
instance-14.txt,14920.0,TS_t20_i1000,32,634.6498095989227,0,14773.0
instance-14.txt,14920.0,TS_t20_i1000,33,639.0520503520966,0,14894.0
instance-14.txt,14920.0,TS_t20_i1000,34,199.4935646057129,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,35,644.8289647102356,0,14900.0
instance-14.txt,14920.0,TS_t20_i1000,36,333.6835298538208,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,37,321.8588695526123,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,38,646.2970254421234,0,14894.0
instance-14.txt,14920.0,TS_t20_i1000,39,651.0073733329773,0,14894.0
instance-14.txt,14920.0,TS_t20_i1000,40,648.765237569809,0,14918.0
instance-14.txt,14920.0,TS_t20_i1000,41,646.9520838260651,0,14901.0
instance-14.txt,14920.0,TS_t20_i1000,42,648.7351949214935,0,14593.0
instance-14.txt,14920.0,TS_t20_i1000,43,206.72705125808716,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,44,644.6591866016388,0,14631.0
instance-14.txt,14920.0,TS_t20_i1000,45,646.4209778308868,0,14919.0
instance-14.txt,14920.0,TS_t20_i1000,46,70.28243780136108,1,14924.0
instance-14.txt,14920.0,TS_t20_i1000,47,228.24598097801208,1,14920.0
instance-14.txt,14920.0,TS_t20_i1000,48,636.0999338626862,0,14739.0
instance-14.txt,14920.0,TS_t20_i1000,49,636.6545419692993,0,14888.0
